instant;dteday;season;year;month;hours;holiday;a_week;weather_situation;temp;atemp;humidity;wind_speed;casual;registered;count_cr;category_days;humidity_category
5506;22/08/2011;Fall;2011;Aug;7;0;Monday;Clear;27.060.000.000.000.000;31.06;61.0;220.028;11;270;281;weekdays;Ideal
5507;22/08/2011;Fall;2011;Aug;8;0;Monday;Clear;27.060.000.000.000.000;31.06;61.0;220.028;20;331;351;weekdays;Ideal
5508;22/08/2011;Fall;2011;Aug;9;0;Monday;Clear;27.880.000.000.000.000;31.819.999.999.999.900;54.0;16.997.899.999.999.900;36;151;187;weekdays;Ideal
5509;22/08/2011;Fall;2011;Aug;10;0;Monday;Clear;28.7;32.574.999.999.999.900;48.0;190.012;36;85;121;weekdays;Ideal
5510;22/08/2011;Fall;2011;Aug;11;0;Monday;Clear;29.52;32.574.999.999.999.900;34.0;220.028;46;85;131;weekdays;Kering
5511;22/08/2011;Fall;2011;Aug;12;0;Monday;Clear;30.34;32.574.999.999.999.900;35.0;260.027;54;153;207;weekdays;Kering
5512;22/08/2011;Fall;2011;Aug;13;0;Monday;Clear;30.34;32.574.999.999.999.900;30.0;310.009;47;158;205;weekdays;Kering
5513;22/08/2011;Fall;2011;Aug;14;0;Monday;Clear;30.34;32.574.999.999.999.900;30.0;260.027;88;137;225;weekdays;Kering
5514;22/08/2011;Fall;2011;Aug;15;0;Monday;Clear;30.34;32.574.999.999.999.900;30.0;19.999.499.999.999.900;72;127;199;weekdays;Kering
5515;22/08/2011;Fall;2011;Aug;16;0;Monday;Clear;30.34;32.574.999.999.999.900;30.0;260.027;66;254;320;weekdays;Kering
5516;22/08/2011;Fall;2011;Aug;17;0;Monday;Clear;30.34;32.574.999.999.999.900;27.0;220.028;82;509;591;weekdays;Kering
5517;22/08/2011;Fall;2011;Aug;18;0;Monday;Clear;29.52;32.574.999.999.999.900;28.000.000.000.000.000;19.999.499.999.999.900;72;537;609;weekdays;Kering
5518;22/08/2011;Fall;2011;Aug;19;0;Monday;Clear;28.7;31.819.999.999.999.900;30.0;190.012;66;350;416;weekdays;Kering
5519;22/08/2011;Fall;2011;Aug;20;0;Monday;Clear;27.060.000.000.000.000;31.06;34.0;12.998.000.000.000.000;21;247;268;weekdays;Kering
5520;22/08/2011;Fall;2011;Aug;21;0;Monday;Clear;26.240.000.000.000.000;31.06;38.0;12.998.000.000.000.000;28;180;208;weekdays;Kering
5521;22/08/2011;Fall;2011;Aug;22;0;Monday;Clear;26.240.000.000.000.000;31.06;38.0;19.999.499.999.999.900;32;121;153;weekdays;Kering
5522;22/08/2011;Fall;2011;Aug;23;0;Monday;Clear;25.419.999.999.999.900;31.06;41.0;16.997.899.999.999.900;19;45;64;weekdays;Kering
5523;23/08/2011;Fall;2011;Aug;0;0;Tuesday;Clear;24.599.999.999.999.900;31.06;43.0;12.998.000.000.000.000;13;22;35;weekdays;Kering
5524;23/08/2011;Fall;2011;Aug;1;0;Tuesday;Clear;23.779.999.999.999.900;27.275;49.0;12.998.000.000.000.000;6;13;19;weekdays;Ideal
5525;23/08/2011;Fall;2011;Aug;2;0;Tuesday;Clear;22.96;26.515;52.0;12.998.000.000.000.000;2;4;6;weekdays;Ideal
5526;23/08/2011;Fall;2011;Aug;3;0;Tuesday;Clear;22.96;26.515;52.0;190.012;2;4;6;weekdays;Ideal
5527;23/08/2011;Fall;2011;Aug;4;0;Tuesday;Clear;22.14;25.759.999.999.999.900;5.600.000.000.000.000;110.014;0;5;5;weekdays;Ideal
5528;23/08/2011;Fall;2011;Aug;5;0;Tuesday;Clear;22.14;25.759.999.999.999.900;5.600.000.000.000.000;12.998.000.000.000.000;1;35;36;weekdays;Ideal
5529;23/08/2011;Fall;2011;Aug;6;0;Tuesday;Clear;22.14;25.759.999.999.999.900;60.0;12.998.000.000.000.000;3;111;114;weekdays;Ideal
5530;23/08/2011;Fall;2011;Aug;7;0;Tuesday;Clear;24.599.999.999.999.900;31.06;49.0;12.998.000.000.000.000;11;333;344;weekdays;Ideal
5531;23/08/2011;Fall;2011;Aug;8;0;Tuesday;Misty;25.419.999.999.999.900;31.06;50.0;0.0;43;461;504;weekdays;Ideal
5532;23/08/2011;Fall;2011;Aug;9;0;Tuesday;Misty;27.060.000.000.000.000;31.06;44.0;0.0;34;191;225;weekdays;Kering
5533;23/08/2011;Fall;2011;Aug;10;0;Tuesday;Clear;28.7;31.819.999.999.999.900;37.0;0.0;56;92;148;weekdays;Kering
5534;23/08/2011;Fall;2011;Aug;11;0;Tuesday;Clear;28.7;31.819.999.999.999.900;34.0;70.015;62;124;186;weekdays;Kering
5535;23/08/2011;Fall;2011;Aug;12;0;Tuesday;Clear;28.7;31.819.999.999.999.900;39.0;60.032;60;177;237;weekdays;Kering
5536;23/08/2011;Fall;2011;Aug;13;0;Tuesday;Clear;29.52;32.574.999.999.999.900;30.0;70.015;70;164;234;weekdays;Kering
5537;23/08/2011;Fall;2011;Aug;14;0;Tuesday;Clear;29.52;32.574.999.999.999.900;30.0;60.032;149;502;651;weekdays;Kering
5538;23/08/2011;Fall;2011;Aug;15;0;Tuesday;Clear;29.52;32.574.999.999.999.900;34.0;15.001.299.999.999.900;178;423;601;weekdays;Kering
5539;23/08/2011;Fall;2011;Aug;16;0;Tuesday;Clear;29.52;32.574.999.999.999.900;32.0;89.981;133;311;444;weekdays;Kering
5540;23/08/2011;Fall;2011;Aug;17;0;Tuesday;Clear;29.52;32.574.999.999.999.900;34.0;15.001.299.999.999.900;133;339;472;weekdays;Kering
5541;23/08/2011;Fall;2011;Aug;18;0;Tuesday;Clear;29.52;32.574.999.999.999.900;34.0;12.998.000.000.000.000;98;421;519;weekdays;Kering
5542;23/08/2011;Fall;2011;Aug;19;0;Tuesday;Clear;27.060.000.000.000.000;31.06;50.0;15.001.299.999.999.900;70;297;367;weekdays;Ideal
5543;23/08/2011;Fall;2011;Aug;20;0;Tuesday;Clear;26.240.000.000.000.000;31.06;53.0;16.997.899.999.999.900;54;206;260;weekdays;Ideal
5544;23/08/2011;Fall;2011;Aug;21;0;Tuesday;Clear;25.419.999.999.999.900;31.06;5.699.999.999.999.990;0.0;38;173;211;weekdays;Ideal
5545;23/08/2011;Fall;2011;Aug;22;0;Tuesday;Clear;25.419.999.999.999.900;31.06;5.699.999.999.999.990;89.981;46;145;191;weekdays;Ideal
5546;23/08/2011;Fall;2011;Aug;23;0;Tuesday;Clear;25.419.999.999.999.900;30.305;61.0;89.981;19;61;80;weekdays;Ideal
5547;24/08/2011;Fall;2011;Aug;0;0;Wednesday;Clear;25.419.999.999.999.900;31.06;5.699.999.999.999.990;89.981;9;29;38;weekdays;Ideal
5548;24/08/2011;Fall;2011;Aug;1;0;Wednesday;Clear;24.599.999.999.999.900;30.305;60.0;70.015;7;17;24;weekdays;Ideal
5549;24/08/2011;Fall;2011;Aug;2;0;Wednesday;Clear;23.779.999.999.999.900;27.275;68.0;89.981;2;4;6;weekdays;Lembab
5550;24/08/2011;Fall;2011;Aug;3;0;Wednesday;Clear;23.779.999.999.999.900;27.275;68.0;89.981;0;1;1;weekdays;Lembab
5551;24/08/2011;Fall;2011;Aug;4;0;Wednesday;Clear;22.96;26.515;73.0;70.015;0;7;7;weekdays;Lembab
5552;24/08/2011;Fall;2011;Aug;5;0;Wednesday;Clear;22.96;26.515;73.0;70.015;1;26;27;weekdays;Lembab
5553;24/08/2011;Fall;2011;Aug;6;0;Wednesday;Clear;22.96;26.515;73.0;0.0;3;105;108;weekdays;Lembab
5554;24/08/2011;Fall;2011;Aug;7;0;Wednesday;Clear;24.599.999.999.999.900;30.305;64.0;60.032;11;297;308;weekdays;Ideal
5555;24/08/2011;Fall;2011;Aug;8;0;Wednesday;Clear;25.419.999.999.999.900;30.305;69.0;89.981;32;436;468;weekdays;Lembab
5556;24/08/2011;Fall;2011;Aug;9;0;Wednesday;Clear;26.240.000.000.000.000;30.305;69.0;16.997.899.999.999.900;44;169;213;weekdays;Lembab
5557;24/08/2011;Fall;2011;Aug;10;0;Wednesday;Clear;28.7;32.574.999.999.999.900;5.799.999.999.999.990;190.012;51;95;146;weekdays;Ideal
5558;24/08/2011;Fall;2011;Aug;11;0;Wednesday;Clear;29.52;33.335;54.0;19.999.499.999.999.900;57;128;185;weekdays;Ideal
5559;24/08/2011;Fall;2011;Aug;12;0;Wednesday;Clear;30.34;34.089.999.999.999.900;5.500.000.000.000.000;220.028;60;175;235;weekdays;Ideal
5560;24/08/2011;Fall;2011;Aug;13;0;Wednesday;Clear;31.16;34.089.999.999.999.900;48.0;27.999.299.999.999.900;56;180;236;weekdays;Ideal
5561;24/08/2011;Fall;2011;Aug;14;0;Wednesday;Clear;31.16;34.089.999.999.999.900;48.0;27.999.299.999.999.900;77;127;204;weekdays;Ideal
5562;24/08/2011;Fall;2011;Aug;15;0;Wednesday;Clear;31.16;34.089.999.999.999.900;48.0;30.002.599.999.999.900;63;141;204;weekdays;Ideal
5563;24/08/2011;Fall;2011;Aug;16;0;Wednesday;Clear;31.16;34.849.999.999.999.900;52.0;27.999.299.999.999.900;49;222;271;weekdays;Ideal
5564;24/08/2011;Fall;2011;Aug;17;0;Wednesday;Clear;31.16;34.849.999.999.999.900;52.0;239.994;83;484;567;weekdays;Ideal
5565;24/08/2011;Fall;2011;Aug;18;0;Wednesday;Clear;30.34;34.089.999.999.999.900;5.500.000.000.000.000;19.999.499.999.999.900;102;519;621;weekdays;Ideal
5566;24/08/2011;Fall;2011;Aug;19;0;Wednesday;Clear;30.34;34.089.999.999.999.900;5.500.000.000.000.000;19.999.499.999.999.900;93;347;440;weekdays;Ideal
5567;24/08/2011;Fall;2011;Aug;20;0;Wednesday;Clear;29.52;33.335;5.799.999.999.999.990;19.999.499.999.999.900;45;289;334;weekdays;Ideal
5568;24/08/2011;Fall;2011;Aug;21;0;Wednesday;Clear;28.7;32.574.999.999.999.900;61.0;239.994;47;189;236;weekdays;Ideal
5569;24/08/2011;Fall;2011;Aug;22;0;Wednesday;Clear;28.7;32.574.999.999.999.900;65.0;239.994;41;140;181;weekdays;Lembab
5570;24/08/2011;Fall;2011;Aug;23;0;Wednesday;Clear;27.880.000.000.000.000;31.819.999.999.999.900;69.0;19.999.499.999.999.900;16;54;70;weekdays;Lembab
5571;25/08/2011;Fall;2011;Aug;0;0;Thrusday;Clear;27.880.000.000.000.000;31.819.999.999.999.900;74.0;19.999.499.999.999.900;11;41;52;weekdays;Lembab
5572;25/08/2011;Fall;2011;Aug;1;0;Thrusday;Clear;27.880.000.000.000.000;31.819.999.999.999.900;69.0;260.027;4;11;15;weekdays;Lembab
5573;25/08/2011;Fall;2011;Aug;2;0;Thrusday;Clear;27.880.000.000.000.000;31.819.999.999.999.900;69.0;260.027;3;2;5;weekdays;Lembab
5574;25/08/2011;Fall;2011;Aug;3;0;Thrusday;Clear;27.060.000.000.000.000;31.06;74.0;220.028;2;2;4;weekdays;Lembab
5575;25/08/2011;Fall;2011;Aug;4;0;Thrusday;Clear;27.060.000.000.000.000;30.305;78.0;260.027;1;6;7;weekdays;Lembab
5576;25/08/2011;Fall;2011;Aug;5;0;Thrusday;Clear;27.060.000.000.000.000;30.305;83.0;27.999.299.999.999.900;1;25;26;weekdays;Lembab
5577;25/08/2011;Fall;2011;Aug;6;0;Thrusday;Clear;27.060.000.000.000.000;30.305;83.0;220.028;1;101;102;weekdays;Lembab
5578;25/08/2011;Fall;2011;Aug;7;0;Thrusday;Misty;27.880.000.000.000.000;31.819.999.999.999.900;79.0;220.028;17;296;313;weekdays;Lembab
5579;25/08/2011;Fall;2011;Aug;8;0;Thrusday;Misty;28.7;33.335;74.0;19.999.499.999.999.900;23;461;484;weekdays;Lembab
5580;25/08/2011;Fall;2011;Aug;9;0;Thrusday;Misty;29.52;34.089.999.999.999.900;70.0;19.999.499.999.999.900;21;141;162;weekdays;Lembab
5581;25/08/2011;Fall;2011;Aug;10;0;Thrusday;Misty;30.34;34.849.999.999.999.900;66.0;19.999.499.999.999.900;37;105;142;weekdays;Lembab
5582;25/08/2011;Fall;2011;Aug;11;0;Thrusday;Light_Rainsnow;28.7;33.335;79.0;0.0;39;112;151;weekdays;Lembab
5583;25/08/2011;Fall;2011;Aug;12;0;Thrusday;Light_Rainsnow;28.7;33.335;79.0;0.0;9;32;41;weekdays;Lembab
5584;25/08/2011;Fall;2011;Aug;13;0;Thrusday;Clear;28.7;33.335;79.0;70.015;7;30;37;weekdays;Lembab
5585;25/08/2011;Fall;2011;Aug;14;0;Thrusday;Misty;29.52;34.849.999.999.999.900;74.0;0.0;27;86;113;weekdays;Lembab
5586;25/08/2011;Fall;2011;Aug;15;0;Thrusday;Misty;30.34;34.849.999.999.999.900;70.0;0.0;28;104;132;weekdays;Lembab
5587;25/08/2011;Fall;2011;Aug;16;0;Thrusday;Clear;29.52;35.605;84.0;0.0;16;105;121;weekdays;Lembab
5588;25/08/2011;Fall;2011;Aug;17;0;Thrusday;Clear;29.52;35.605;84.0;0.0;28;284;312;weekdays;Lembab
5589;25/08/2011;Fall;2011;Aug;18;0;Thrusday;Misty;29.52;35.605;84.0;89.981;31;377;408;weekdays;Lembab
5590;25/08/2011;Fall;2011;Aug;19;0;Thrusday;Misty;27.060.000.000.000.000;30.305;78.0;220.028;31;241;272;weekdays;Lembab
5591;25/08/2011;Fall;2011;Aug;20;0;Thrusday;Clear;26.240.000.000.000.000;29.544.999.999.999.900;78.0;239.994;33;192;225;weekdays;Lembab
5592;25/08/2011;Fall;2011;Aug;21;0;Thrusday;Clear;26.240.000.000.000.000;29.544.999.999.999.900;78.0;190.012;29;158;187;weekdays;Lembab
5593;25/08/2011;Fall;2011;Aug;22;0;Thrusday;Clear;25.419.999.999.999.900;28.79;83.0;0.0;21;126;147;weekdays;Lembab
5594;25/08/2011;Fall;2011;Aug;23;0;Thrusday;Clear;25.419.999.999.999.900;28.79;83.0;60.032;15;69;84;weekdays;Lembab
5595;26/08/2011;Fall;2011;Aug;0;0;Friday;Clear;25.419.999.999.999.900;28.79;83.0;89.981;9;42;51;weekdays;Lembab
5596;26/08/2011;Fall;2011;Aug;1;0;Friday;Clear;25.419.999.999.999.900;28.79;83.0;0.0;10;13;23;weekdays;Lembab
5597;26/08/2011;Fall;2011;Aug;2;0;Friday;Clear;25.419.999.999.999.900;28.03;88.0;89.981;4;16;20;weekdays;Lembab
5598;26/08/2011;Fall;2011;Aug;3;0;Friday;Clear;24.599.999.999.999.900;27.275;88.0;70.015;3;8;11;weekdays;Lembab
5599;26/08/2011;Fall;2011;Aug;4;0;Friday;Clear;25.419.999.999.999.900;28.03;88.0;0.0;2;6;8;weekdays;Lembab
5600;26/08/2011;Fall;2011;Aug;5;0;Friday;Misty;25.419.999.999.999.900;28.03;88.0;0.0;3;23;26;weekdays;Lembab
5601;26/08/2011;Fall;2011;Aug;6;0;Friday;Clear;25.419.999.999.999.900;28.03;88.0;0.0;5;100;105;weekdays;Lembab
5602;26/08/2011;Fall;2011;Aug;7;0;Friday;Clear;26.240.000.000.000.000;28.79;83.0;0.0;3;263;266;weekdays;Lembab
5603;26/08/2011;Fall;2011;Aug;8;0;Friday;Clear;27.060.000.000.000.000;30.305;83.0;70.015;17;387;404;weekdays;Lembab
5604;26/08/2011;Fall;2011;Aug;9;0;Friday;Clear;28.7;33.335;74.0;0.0;39;191;230;weekdays;Lembab
5605;26/08/2011;Fall;2011;Aug;10;0;Friday;Clear;30.34;34.849.999.999.999.900;66.0;60.032;34;89;123;weekdays;Lembab
5606;26/08/2011;Fall;2011;Aug;11;0;Friday;Misty;31.16;35.605;62.0;0.0;63;151;214;weekdays;Ideal
5607;26/08/2011;Fall;2011;Aug;12;0;Friday;Misty;31.16;36.364.999.999.999.900;66.0;70.015;70;173;243;weekdays;Lembab
5608;26/08/2011;Fall;2011;Aug;13;0;Friday;Misty;31.98;37.12;59.0;70.015;72;165;237;weekdays;Ideal
5609;26/08/2011;Fall;2011;Aug;14;0;Friday;Clear;32.800.000.000.000.000;38.635.000.000.000.000;59.0;0.0;55;164;219;weekdays;Ideal
5610;26/08/2011;Fall;2011;Aug;15;0;Friday;Misty;32.800.000.000.000.000;38.635.000.000.000.000;59.0;12.998.000.000.000.000;53;196;249;weekdays;Ideal
5611;26/08/2011;Fall;2011;Aug;16;0;Friday;Clear;31.98;37.12;62.0;70.015;50;293;343;weekdays;Ideal
5612;26/08/2011;Fall;2011;Aug;17;0;Friday;Clear;30.34;35.605;74.0;16.997.899.999.999.900;56;433;489;weekdays;Lembab
5613;26/08/2011;Fall;2011;Aug;18;0;Friday;Misty;30.34;35.605;74.0;89.981;40;370;410;weekdays;Lembab
5614;26/08/2011;Fall;2011;Aug;19;0;Friday;Clear;29.52;34.849.999.999.999.900;79.0;70.015;55;235;290;weekdays;Lembab
5615;26/08/2011;Fall;2011;Aug;20;0;Friday;Clear;29.52;34.849.999.999.999.900;79.0;60.032;39;183;222;weekdays;Lembab
5616;26/08/2011;Fall;2011;Aug;21;0;Friday;Clear;29.52;34.849.999.999.999.900;79.0;110.014;38;152;190;weekdays;Lembab
5617;26/08/2011;Fall;2011;Aug;22;0;Friday;Clear;29.52;34.849.999.999.999.900;79.0;70.015;26;126;152;weekdays;Lembab
5618;26/08/2011;Fall;2011;Aug;23;0;Friday;Clear;28.7;33.335;84.0;60.032;22;114;136;weekdays;Lembab
5619;27/08/2011;Fall;2011;Aug;0;0;Saturday;Clear;28.7;33.335;84.0;70.015;33;112;145;weekend;Lembab
5620;27/08/2011;Fall;2011;Aug;1;0;Saturday;Clear;28.7;33.335;84.0;110.014;13;51;64;weekend;Lembab
5621;27/08/2011;Fall;2011;Aug;2;0;Saturday;Clear;28.7;33.335;84.0;12.998.000.000.000.000;18;59;77;weekend;Lembab
5622;27/08/2011;Fall;2011;Aug;3;0;Saturday;Misty;28.7;33.335;84.0;15.001.299.999.999.900;8;22;30;weekend;Lembab
5623;27/08/2011;Fall;2011;Aug;4;0;Saturday;Misty;28.7;33.335;84.0;15.001.299.999.999.900;1;3;4;weekend;Lembab
5624;27/08/2011;Fall;2011;Aug;5;0;Saturday;Misty;28.7;33.335;84.0;19.999.499.999.999.900;1;11;12;weekend;Lembab
5625;27/08/2011;Fall;2011;Aug;6;0;Saturday;Misty;28.7;33.335;84.0;19.999.499.999.999.900;3;15;18;weekend;Lembab
5626;27/08/2011;Fall;2011;Aug;7;0;Saturday;Misty;28.7;33.335;84.0;239.994;2;26;28;weekend;Lembab
5627;27/08/2011;Fall;2011;Aug;8;0;Saturday;Misty;28.7;33.335;84.0;16.997.899.999.999.900;14;62;76;weekend;Lembab
5628;27/08/2011;Fall;2011;Aug;9;0;Saturday;Misty;28.7;33.335;84.0;27.999.299.999.999.900;28;128;156;weekend;Lembab
5629;27/08/2011;Fall;2011;Aug;10;0;Saturday;Misty;28.7;33.335;79.0;310.009;51;154;205;weekend;Lembab
5630;27/08/2011;Fall;2011;Aug;11;0;Saturday;Light_Rainsnow;27.060.000.000.000.000;29.544.999.999.999.900;89.0;27.999.299.999.999.900;15;73;88;weekend;Lembab
5631;27/08/2011;Fall;2011;Aug;12;0;Saturday;Light_Rainsnow;27.060.000.000.000.000;30.305;83.0;329.975;11;65;76;weekend;Lembab
5632;27/08/2011;Fall;2011;Aug;13;0;Saturday;Light_Rainsnow;27.060.000.000.000.000;30.305;83.0;260.027;10;33;43;weekend;Lembab
5633;27/08/2011;Fall;2011;Aug;14;0;Saturday;Light_Rainsnow;26.240.000.000.000.000;28.79;89.0;369.974;4;19;23;weekend;Lembab
5634;27/08/2011;Fall;2011;Aug;15;0;Saturday;Light_Rainsnow;26.240.000.000.000.000;28.79;89.0;369.974;2;28;30;weekend;Lembab
5635;27/08/2011;Fall;2011;Aug;16;0;Saturday;Light_Rainsnow;26.240.000.000.000.000;28.79;89.0;350.008;10;14;24;weekend;Lembab
5636;27/08/2011;Fall;2011;Aug;17;0;Saturday;Light_Rainsnow;26.240.000.000.000.000;28.79;89.0;55.998.599.999.999.900;2;14;16;weekend;Lembab
5637;28/08/2011;Fall;2011;Aug;7;0;Sunday;Light_Rainsnow;25.419.999.999.999.900;28.79;83.0;239.994;0;1;1;weekend;Lembab
5638;28/08/2011;Fall;2011;Aug;8;0;Sunday;Light_Rainsnow;25.419.999.999.999.900;28.79;83.0;27.999.299.999.999.900;2;6;8;weekend;Lembab
5639;28/08/2011;Fall;2011;Aug;9;0;Sunday;Clear;27.060.000.000.000.000;31.06;74.0;27.999.299.999.999.900;7;46;53;weekend;Lembab
5640;28/08/2011;Fall;2011;Aug;10;0;Sunday;Clear;28.7;32.574.999.999.999.900;61.0;409.973;27;115;142;weekend;Ideal
5641;28/08/2011;Fall;2011;Aug;11;0;Sunday;Clear;28.7;32.574.999.999.999.900;5.799.999.999.999.990;260.027;59;178;237;weekend;Ideal
5642;28/08/2011;Fall;2011;Aug;12;0;Sunday;Clear;30.34;33.335;51.0;260.027;88;218;306;weekend;Ideal
5643;28/08/2011;Fall;2011;Aug;13;0;Sunday;Clear;31.16;34.089.999.999.999.900;45.0;239.994;129;302;431;weekend;Ideal
5644;28/08/2011;Fall;2011;Aug;14;0;Sunday;Clear;31.98;34.849.999.999.999.900;43.0;27.999.299.999.999.900;157;290;447;weekend;Kering
5645;28/08/2011;Fall;2011;Aug;15;0;Sunday;Clear;31.98;34.849.999.999.999.900;43.0;239.994;155;314;469;weekend;Kering
5646;28/08/2011;Fall;2011;Aug;16;0;Sunday;Clear;32.800.000.000.000.000;35.605;36.0;260.027;196;295;491;weekend;Kering
5647;28/08/2011;Fall;2011;Aug;17;0;Sunday;Clear;31.16;34.089.999.999.999.900;40.0;19.999.499.999.999.900;145;253;398;weekend;Kering
5648;28/08/2011;Fall;2011;Aug;18;0;Sunday;Clear;30.34;33.335;42.0;15.001.299.999.999.900;145;257;402;weekend;Kering
5649;28/08/2011;Fall;2011;Aug;19;0;Sunday;Clear;29.52;33.335;48.0;70.015;140;247;387;weekend;Ideal
5650;28/08/2011;Fall;2011;Aug;20;0;Sunday;Clear;29.52;32.574.999.999.999.900;45.0;70.015;64;150;214;weekend;Ideal
5651;28/08/2011;Fall;2011;Aug;21;0;Sunday;Clear;27.060.000.000.000.000;31.06;61.0;89.981;60;126;186;weekend;Ideal
5652;28/08/2011;Fall;2011;Aug;22;0;Sunday;Clear;26.240.000.000.000.000;30.305;69.0;70.015;25;73;98;weekend;Lembab
5653;28/08/2011;Fall;2011;Aug;23;0;Sunday;Clear;25.419.999.999.999.900;29.544.999.999.999.900;73.0;70.015;16;48;64;weekend;Lembab
5654;29/08/2011;Fall;2011;Aug;0;0;Monday;Clear;25.419.999.999.999.900;29.544.999.999.999.900;73.0;70.015;13;21;34;weekdays;Lembab
5655;29/08/2011;Fall;2011;Aug;1;0;Monday;Clear;24.599.999.999.999.900;29.544.999.999.999.900;69.0;70.015;5;15;20;weekdays;Lembab
5656;29/08/2011;Fall;2011;Aug;2;0;Monday;Clear;24.599.999.999.999.900;29.544.999.999.999.900;69.0;12.998.000.000.000.000;8;5;13;weekdays;Lembab
5657;29/08/2011;Fall;2011;Aug;3;0;Monday;Clear;24.599.999.999.999.900;29.544.999.999.999.900;69.0;70.015;1;5;6;weekdays;Lembab
5658;29/08/2011;Fall;2011;Aug;4;0;Monday;Clear;22.96;26.515;68.0;89.981;0;3;3;weekdays;Lembab
5659;29/08/2011;Fall;2011;Aug;5;0;Monday;Clear;22.96;26.515;73.0;89.981;0;17;17;weekdays;Lembab
5660;29/08/2011;Fall;2011;Aug;6;0;Monday;Clear;22.96;26.515;73.0;89.981;3;99;102;weekdays;Lembab
5661;29/08/2011;Fall;2011;Aug;7;0;Monday;Clear;24.599.999.999.999.900;30.305;60.0;15.001.299.999.999.900;11;273;284;weekdays;Ideal
5662;29/08/2011;Fall;2011;Aug;8;0;Monday;Clear;25.419.999.999.999.900;31.06;5.699.999.999.999.990;16.997.899.999.999.900;20;384;404;weekdays;Ideal
5663;29/08/2011;Fall;2011;Aug;9;0;Monday;Clear;25.419.999.999.999.900;31.06;53.0;16.997.899.999.999.900;22;166;188;weekdays;Ideal
5664;29/08/2011;Fall;2011;Aug;10;0;Monday;Clear;27.060.000.000.000.000;31.06;47.0;15.001.299.999.999.900;42;73;115;weekdays;Ideal
5665;29/08/2011;Fall;2011;Aug;11;0;Monday;Clear;27.060.000.000.000.000;31.06;47.0;110.014;38;100;138;weekdays;Ideal
5666;29/08/2011;Fall;2011;Aug;12;0;Monday;Misty;27.880.000.000.000.000;31.819.999.999.999.900;44.0;110.014;48;159;207;weekdays;Kering
5667;29/08/2011;Fall;2011;Aug;13;0;Monday;Misty;28.7;31.819.999.999.999.900;39.0;0.0;48;170;218;weekdays;Kering
5668;29/08/2011;Fall;2011;Aug;14;0;Monday;Clear;28.7;31.819.999.999.999.900;42.0;0.0;55;127;182;weekdays;Kering
5669;29/08/2011;Fall;2011;Aug;15;0;Monday;Clear;28.7;31.819.999.999.999.900;42.0;110.014;56;164;220;weekdays;Kering
5670;29/08/2011;Fall;2011;Aug;16;0;Monday;Clear;29.52;32.574.999.999.999.900;42.0;110.014;56;226;282;weekdays;Kering
5671;29/08/2011;Fall;2011;Aug;17;0;Monday;Misty;28.7;31.819.999.999.999.900;47.0;15.001.299.999.999.900;67;524;591;weekdays;Ideal
5672;29/08/2011;Fall;2011;Aug;18;0;Monday;Clear;27.060.000.000.000.000;31.06;47.0;16.997.899.999.999.900;60;487;547;weekdays;Ideal
5673;29/08/2011;Fall;2011;Aug;19;0;Monday;Clear;27.060.000.000.000.000;31.06;47.0;16.997.899.999.999.900;50;317;367;weekdays;Ideal
5674;29/08/2011;Fall;2011;Aug;20;0;Monday;Clear;26.240.000.000.000.000;31.06;53.0;110.014;50;227;277;weekdays;Ideal
5675;29/08/2011;Fall;2011;Aug;21;0;Monday;Clear;26.240.000.000.000.000;31.06;53.0;12.998.000.000.000.000;34;168;202;weekdays;Ideal
5676;29/08/2011;Fall;2011;Aug;22;0;Monday;Clear;25.419.999.999.999.900;31.06;5.699.999.999.999.990;89.981;23;119;142;weekdays;Ideal
5677;29/08/2011;Fall;2011;Aug;23;0;Monday;Clear;24.599.999.999.999.900;30.305;60.0;60.032;19;56;75;weekdays;Ideal
5678;30/08/2011;Fall;2011;Aug;0;0;Tuesday;Clear;22.96;26.515;73.0;89.981;10;17;27;weekdays;Lembab
5679;30/08/2011;Fall;2011;Aug;1;0;Tuesday;Clear;22.96;26.515;68.0;70.015;6;7;13;weekdays;Lembab
5680;30/08/2011;Fall;2011;Aug;2;0;Tuesday;Clear;22.14;25.759.999.999.999.900;73.0;70.015;2;8;10;weekdays;Lembab
5681;30/08/2011;Fall;2011;Aug;3;0;Tuesday;Clear;22.14;25.759.999.999.999.900;73.0;12.998.000.000.000.000;2;2;4;weekdays;Lembab
5682;30/08/2011;Fall;2011;Aug;4;0;Tuesday;Clear;21.32;25.0;77.0;110.014;0;6;6;weekdays;Lembab
5683;30/08/2011;Fall;2011;Aug;5;0;Tuesday;Clear;21.32;25.0;77.0;60.032;1;27;28;weekdays;Lembab
5684;30/08/2011;Fall;2011;Aug;6;0;Tuesday;Clear;22.14;25.759.999.999.999.900;73.0;70.015;4;115;119;weekdays;Lembab
5685;30/08/2011;Fall;2011;Aug;7;0;Tuesday;Clear;22.96;26.515;68.0;89.981;19;338;357;weekdays;Lembab
5686;30/08/2011;Fall;2011;Aug;8;0;Tuesday;Clear;25.419.999.999.999.900;31.06;5.699.999.999.999.990;89.981;34;459;493;weekdays;Ideal
5687;30/08/2011;Fall;2011;Aug;9;0;Tuesday;Clear;27.060.000.000.000.000;31.06;50.0;15.001.299.999.999.900;38;180;218;weekdays;Ideal
